score	review
4	Rooms are spacious, something that today's  hotels don't usually have. The Deluxe Room, the lead-in category messures 40m2. Once the sliding walls between the bedroom and bathroom are retracted, the room feels even more spacious. Meeting facilities are to note of this hotel. The ballroom seats 1,650 banquet style. Supporting the bathroom is 7 meeting rooms for smaller meetings. Another pride of the hotel is the event technology. The Marriott Meeting Service app allows service requests to be made in real time. Breakfast at The Yogyakarta Kitchen is very enjoyable. The buffet spread is lavish and delicious. I enjoyed spending time sitting at the breakfast table and tried different things on diferent days, Relaxing at the pools with kids or pamper yourself at the spa is recomended …
5	This hotel has to be the best business hotel in town. I have been there few times and each time was great. The room I was allocated was nice overlooking the pool - The service of the entire staff is great and they have a lot of attention to details to make you remembering your stay.
4	Stay in this hotel for 3 days and Infound that tjisnhotelnis very nice, room are very comfortable and staff are very friendly.  The positive point of this hotel is attached to Hartono Mall where you can easily go for shopping. Airport Adisutjipto (JOG)!is just 20 mins by car.  Overall it was pleasant stay.
4	Fantastic hotel. We stayed at the junior suite. Next to big shopping centre so plenty of food options and the buffet breakfast was sensational.  Would have given the hotel 5/5 had they not had the silly policy set by the manager of not letting my child into the Marriot Club. Thankfully, we had a sales consultant from Ritz Carlton help us sort this out.
5	Everything is PERFECT! From the day we check in to check out, the staffs were very courteous. Customer service was superb for all, thanks to Daniel he was very helpfull and nice. The room is very comfy, the house keeping boy Alvian he’s so polite and very friendly. Breakfast was AWESOME. Swimming pool was great. We will definitely come again during our trip to Yogya and from now on will be our regular hotel to stay whenever we visit Yogya. Keep up the good work! Thank you so much Yogyakarta Marriott Hotel. It was splendid experience for us.
5	What amazing value! For less than USD150 a night, you can upgrade to a club room which gives you access to the lounge where snacks and drinks (yes, even alcoholic ones!) are served through till 11.30pm. The rooms are clean and modern, and the twin bed configuration we booked was supremely roomy...you could fit a family with 2 adults and 2 young children easily. Location wise it's about 15-20 minutes away by car to the city centre, but slightly more peaceful as a consequence.   The breakfast buffet spread was exceptional - make sure to come hungry - and even the spa was not over priced by 5 star hotel standards. My only critique of this property would be the dim, white lighting in the lobby washrooms as it detracted from the luxurious feel that otherwise runs through the entire…
5	I visited Yogyakarta Marriot hotel on 26 until 27 August 2019. I attended in seminar held by Bank Indonesia Central Bank of Indonesia). The location of this hotel near a very great and famous mall called Hartono Mall in a very strategic location. The service of the hotel is very excellent. The food in the restaurant is very delicious and high class. I recommend other people to stay at this hotel
5	The Yogyakarta Marriott Hotel is a newer hotel, right next to an upscale shopping mall and about 15 or 20 minutes by car (depending on traffic) from the old airport.   Everything about the hotel is excellent. From the doormen to the front desk to the club lounge staff to the pool attendants to the housekeepers. The staff are some of the best staff I have ever encountered. Very professional and hospitable. When you ask for something or request a service you get it. There is no asking twice. Housekeepers keep your room exceptionally clean.    The gym and pool are very nice for a city hotel and are actually better than gyms and pools at some big resorts. My only complaint is the pool closes too early. It would be nice to swim at night, especially if you are in Yogyakarta for work…
5	Loved the facilities, very clean and modern. The buffet breakfast was amazing with so many choices. We loved our stay. The only detail why it was not perfect was due to the loud sounds from the nearby mosque that woke us up around 4 am but I guess this would be the case in almost all Yogya. If you are a light sleeper I'd suggest bringing some ear plugs.
5	I stayed at Yogyakarta Marriott Hotel for two nights on August 2019 to experience the cultural city of Yogyakarta.  The location is a bit unfortunate as it is bit far from the tourism area such as Malioboro but It would be very great for business trip as it is easily accessed from the main line. It is connected to Hartono Mall which is very helpful for my case as I was forgot to bring socks and so I can get them easily at the H&M in Hartono Mall.  The room is modern, bedding is comfortable, linens are great, spacious and sparkling clean. bathroom feels luxurious with all the marble surfaces. Unfortunately we were unlucky as we got this no view room (we booked city view room) which is not what we expected and not what its advertised (see the picture) the views were blocked by…
5	The hotel is modern, clean, and very appealing. The value received relative to the rate paid was outstanding. As Marriott platinum members we were upgraded to a very spacious seventh floor suite with views over the pool and the hills beyond. The room had every desired amenity and was quiet and tranquil. Every staff member we encountered was polite and helpful.   The hotel offers a very nice pool deck with a large, inviting swimming pool. Next door to the hotel is the modern Hartono shopping mall which offers a number of shops, casual restaurants, a food court, and a hypermarket.  There is a spacious club lounge on the ground floor which offers a limited breakfast spread and evening snacks. Guests can also take breakfast in the restaurant which features a bountiful buffet of…
5	From the moment we arrived at the hotel to moment we left, the high level of customer service we experienced was evident throughout the hotel. Breakfast was a banquet, served by staff who could not do enough to make the experience a wonderful occasion. The Executive Lounge was truly outstanding with Sofie, Dichy, Baim and Jovin making the experience memorable. Immense thanks and praise especially goes to Jovin who personally organised our onward travel plans to Jepara and then on to Karimunjawa Island. We really appreciated this extra effort and her local knowledge.
5	I stayed in this hotel for four nights. During my stay I was feeling sick and needed a doctor.  The hotel staff did everything to make my stay perfect, despite that I felt sick. A hotel nurse visited me before the doctor came to visit me. The staff and the manager of the restaurant and the M Club staff went above and beyond to fulfill my needs and offer me options that would make me feel better. As a titanium elite I was treated like a VIP guest and the hospitality was always genuine and warm.  I stayed in a (junior) suite which had all the comfort one would need. The room was quiet, modern, clean and comfortable. The food offered in the club lounge looked good and varied every day, although I did not eat much of it. Some spirits are offered, next to beer, wine  soft drinks,…
4	Good hotel with horrible staff and service. Room is very spacious. Hotel is still in good condition as it is only a few years old. However, the staff and service is horrible. They‘d rather spend their energy running their mouth denying any request and inquiries from us, rather than do some efforts to help.
5	- The hotel is new and modern architecture - Room: nice, cozy and spacious room. Sufficient and bright light in the room so it is very helpful for me who do my works (reading and typing) in the room.  - The staffs: friendly and polite. - Foods: various menu for breakfast.
5	Room is very spacious, can easily accomodate 3 pax comfortably. We really like the long sofa by the window.  Breakfast is excellent with huge varieties from local food to Western. Although the hotel was full when we visited, the staffs at restaurants were fast, friendly and super efficient.  Highly recommend the massages which are value for money.    The only downside during our stay was our bathroom was leaking so there were puddles of water and they are smelly. Called the maintenance guy to come in, the guy came in to fix the toilet when we were out but didn’t bother cleaning up the floor so when we came back near midnight after the concert, there were still water everywhere with bad smell. Called the concierge but since this was after midnight, nobody picked up the call.   
3	I tried to get an early check in after a long drive. The receptionist said that no room was available because the night before the hotel was fully booked. She charged my credit card for guarantee and asked me to return after 3.00 pm.  When we finally checked in, one of the rooms (650) had a broken door.  The duty manager said that the room hasn't been used in a while.  We had to wait for around 30 minutes before they moved us to room 630.   We were faced with a similar situation when we had our breakfast:  we were told to wait ( beside the dirty table) because the restaurant staff had to clean the table,  even though there were many empty clean tables available.  Overall it was really ridiculous especially after later I found out from Marriot Bonvoy email that I can do an early…
5	I stayed for the weekend with my wife in July 2019, in Room 901, a Club Pool Room.  The room was fantastic, exceptionally well appointed, modern and clean with lovely furnishings. It is at the end of the Hotel with a view overlooking the pool and provides a beautiful sunset.  The associates at the hotel are all lovely, always smiling and genuinely wanting to help. Tiara and Mona from the M Club lounge were particularly wonderful and friendly.  The food is great, breakfast offers a vast selection and the eggs Benedict were scrumptious. The selection in the M Club lounge is obviously limited in comparison to the full restaurant, but the associates will bring you whatever you ask for.   The M Club lounge is very relaxing and a nice place to unwind from the day exploring Yogyakarta.…
5	We were trying to decide whether it was better to stay in downtown Yogyakarta or on the outskirts at this hotel.  We chose the Marriott and were very glad we did! I had some extra suite night awards which I applied to our stay, resulting in an upgrade to a junior suite.  The room had tons of space and was very modern and comfortable.  The hotel itself was in a great location next to Hartono Mall, which was a handy spot for eating and shopping.  The staff was extremely friendly and did their best to make our stay comfortable.  Breakfast had an elaborate spread, which was nice way to start the day.  All in all, we thoroughly enjoyed our stay and would gladly return.
5	Very very spacious room with table and huge sofa near the window. Easy access to Hartono Mall which is just located next door. Friendly staff, smooth check in / check out process. Well air-conditioned lobby. Oh! The highest floor is just 9th floor. Really enjoyed our stay here for 2 nights <U+263A><U+FE0F>
5	i and family stayed here for 1 night, take 2 rooms with connecting door, spacious room and spacious bathroom with complete facilities also clean, very comfort for us. Swimming pool divided 3 parts for children, adult and whirl pool. Breakfast with various menu: Indonesian food, Asian food and Western food and tasty. Check in and check out process are very fast, All hotel Staff are friendly and helpful.
4	Overall we were happy with our 2 nights stay late June 2019. What we are dissapointed was the check in process. We arrived at 4 pm and after we checked in with our details etc were told to wait in lounge area for 5 minutes while they checked our room. We ended up waiting for more than half hours without any communications until we approached them again. I believe this need improvement as we have arrived well after the check in time of 3 pm. We were happy with the room , breakfast and also location of the hotel. Will definitely come back,improvement on check in process is our feedback. Thank you.
5	This excellent hotel has an excellent service. Very friendly employs. The restaurant has also an excellent reputation. just like any other restaurants in the Marriott hotels. This hotel resides next to the Hartono Mall.
5	I stayed here for 3-nights for a recent business trip and had a lovely time. The amenities, rooms and standards of service were extremely high. Location is just beside the shopping mall so that adds to the convenience. 
4	Bathroom no lock, unpleasant if stay with kids No hook in bathroom in room 257 None smoking room, seems not fair as not official country/state regulation  But overall good stay Nice hotel, but quite distance from city center
5	Special thanks to the staff members at the M Club lounge who made our stay extremely special: Chitra, Dichi, Sofie, Tiara, and Mona. We visited during the super busy Eid holiday period, which stretched the hotel's capacity, but we were extremely well cared for by the Club lounge staff members, who were always efficient and professional. Marriott Bonvoy Elite recognition is very good at this property and the Club lounge is excellent. Will recommend to others and would love to stay again at this property.
5	Stayed for a week during business trip Located on the ring road of Yogyakarta and connected to a new mall make this hotel a strategic place to stay Room was very spacious with all the amenities you expected from 5star hotel, provided fruits in the room also However not bathtub just regular shower in a big bathroom Breakfast was good with lots of selection and numerous local dish Fitness room was big and pool was very instagramable A great stay for business purpose however not seeing man family maybe because not having any children activities True to the world standart, first class business hotel
5	We stayed with family booked 3 rooms during Ied Holiday. The staffs of course friendly and helpful. Tried the Quan Spa right after I arrived driving long hours from Solo and it was very nice :)  My highlights were :  1) Thann amenities - they smell so nice and doesn’t make my skin dry like other hotel’s bathroom amenities. My aunt even said that their shampoo is better than her current shampoo at home. 2) Breakfast - for me the breakfast are satisfying. Getting a little bit bored from usual hotel breakfast and surprisingly they serve my favorite bandung siomay with peanut sauce. It was delicious like the authentic bandung siomay!! Other dishes are also nice like pastries, french toast, indonesian beef steak, dimsum etc. they also serve choice of healthier egg to be cooked (ex:…
5	I open 4 rooms during Ied holiday for family vacations, been staying here few times and seems like it become one of our family favorite. Property was brand new, well maintained, luxurious and grand. The other plus point is its located at the same complex with big mall, this makes my stay so easy as im travelling with young kids.  Arrived at 3pm, check and was smooth, attentive and friendly staff. Book 2 kind of rooms, twin and double bed room.  Double bed provide somekind of sofa, which can be use for bed for 2 adults. This room perfect for travellers whi brought nanny, as they can sleep in this sofa. Room was clean, spacious, comfortable, good bed, great pillow.  Bathroom was also nice, no bath tub, gooda aminity and good water pressure. The only minus point is door CANNOT be…
4	I’m not gonna tell a story but directly my review about this hotel. Room is big enough for kids run here and there. Twin bed 160x200 + 1 sofa bed, or King bed 200x200 + 1 long sofa bed. Actually we will still comfy with 5 adults in room. We booked for 3 deluxe rooms. (1 single bed , 2 twin bed). Those are the cheapest option.  I’m little bit disappointed with the AC system in twin bed room. The wind blows directly to our face when we sleep at bed near window. Although we set the fan to low. But its not happened in room with king bed.  Interior is stunning, big screen TV, maybe 50inch, digital panel for AC, small refrige, luxury wall design that makes you even comfier and JBL Horizon bluetooth speaker in every room is the best part of it haha.  Bathroom also stunning, with 2 side…
5	Musty smell in pillow sheet (not smell good) and chicken karaage in breakfast hard to bite. The staff really nice and helpful especially for tirta in front office. Overall the facilities in hotel are perfect! Thank you for your hospitality.
4	An excellent hotel, new and staff are super attentive....we stayed during Eid so was very busy and a little noisy as our room overlooked the pool....would recommend this as a base to explore Yogyakarta and surrounds!
5	i stay in this hotel for two nite with my mother. i really enjoyed stay in the hotel.beside the hotel, there are shopping complex.my mother so happy to stay in the hotel and wheelchair friendly and hotel staff really very good and friendly
5	A great hotel with a wonderful staff and great amenities! Located 15-minutes from the airport and is connected to a great mall, it's ideal.  I was fortunate enough to reserve a room with lounge access and its staff was excellent, especially Jovin, who is one of the nicest and helpful individuals I've met anywhere in the world.  Not only did she make my stay pleasant and provided great travel tips, she arranged to mail my phone to me, which I accidentally left behind in the safe in my room.    In short, I highly suggest this hotel. I've been to Jogja 5-times and this is by far the best hotel!
5	This is my second stay after  my maiden stay in Nov-2018. So I will not repeat all the good things that I have mentioned in my first review.  I personally think, the hotel deserves a 5 star rating now.   The 2 main complains that I have highlighted in my first review that did not get them 5 stars have been addressed.   They are using Thann amenities (at least in the higher category room) and they have installed a switch for the bath room, which I personally did not expect them to do it in short 6 months period as this is really quite a significant changes.   But they did it....   So I do not have anymore reason not to give them 5 stars rating.  Superb team.   Very attentive. From bell boy and security at the door, to the Club lounge staff and restaurant and all the way through…
5	This one hotel is a great place to stay for 5 star services and still not hurt your pocket. The room is clean and big. Good bed for good sleep. All the staffs were great. Yes, all. Greeting us with a smile everytime we met and always ready to assist us in every way. Each day we started our day with great smiles and chats from the breakfast buffet staffs and it went the whole day. I also had a wonderful massage at Quan Spa. The massuer was very good. There is a mall beside for all the convenience. The hotel provides shuttle to Maliboro street for souvenir shopping on weekends. 
4	nice room, clean and big space yummy breakfast with thousand of choices good location to go to the Hartono Mall the swimming pool is good the ballroom very big for Jogja but food service maybe making better next time, I came for mr Kuswanto birthday invitation
5	Warm and friendly staff. Really appreciated them going extra mile to make birthday weekend special.  Food in restaurant was excellent. The pool was relaxing and not too crowded.  Convienently located next to a mall and supermarket; yet close to authentic restaurants and sites.    Thank you. 
5	Room size was really big. Very modern room with digital screen to control room’s temperature. Breakfast was great and full variety of food. Location was next to mall. Service also was really great. Overall it was a pleasure to stay in such a great hotel
5	Hotel is excellent and having very good location, attached to huge shopping mall “Hartono Mall” where you can find many restaurants and foods beside all shopping you might need.  People in the hotel are very friendly and helpful, although it is relatively new but the staff are pro.
5	The level of service met my expectations. The room was clean with a well thought out layout, the atmosphere at the pool was great, the vibes at the Club M (if you opt for it) was superb with good food, and the breakfast was tasty with a lot of variety to choose from.  Will stay agin if I visit Yogyakarta.
5	relaxing after hectic business time is important. this hotel can fulfill all in one leisure n pleasure. they have loung, m club, gym facilities, nice large open view pool, cozy n spacious room, homey resto with distinctive menu, and they offer a differrnt dinner buffet concept each day, and they are connected to hartono mal. the coffee also good, but the coffee from the lounge machine, couldve be better. thanks for the services, keep up the good work
5	Very convenient location. One complex with the Hartono Mall. Awesome breakfast, awesome and comfortable room. The room is quite big and mine have a pool view.  Breakfast is so good and has wide range variety.
5	Great interior design, love the pool and the gym. Strategic location in downtown of Yogyakarta. Staffs are very nice, helpfull. I love the variety of the breakfast also.  I'd love to go back to this place.
5	We booked a Premier One Bedroom Suite with View and stayed for 4 nights. Our arrival was early at around 10am and they were unfortunately full for us to have an early check-in. We have to wait for 5 hours until the official check-in time which was 3pm.   The first room that was assigned to us was in the second floor. The view was almost entirely obstructed as it was on a low floor. I expressed my concerns to the check-in counter that if I wanted a normal room I would have just booked a Deluxe. I specially booked the Premier One Bedroom Suite with View for the view and getting the room on the second floor felt that I was shortchanged.  Special thanks to the Front Counter Staff, Mr Hendik for successfully arranging the exchange of rooms to the highest one. Please take note to…
5	Great stay. Love the overall environment of the hotel and it is conveniently located next to the mall for some quick shopping.   The staff are super friendly with superb service. We usually had our breakfasts and dinners at the Yogyakarta Kitchen. Anita and Yusup were especially attentive when we dine there. Anita is also informative and she’ll be able to also give you good information on places to visit during your stay.   The rooms were really comfortable and clean. We were always looking forward to coming back to the hotel after our outtings. Ana from housekeeping always made us feel special when we come back to the room after a long day - with her amusing, creative towel art. She even did a towel replica of my parents!  Overall very happy. Would definitely stay here again…
5	Great base for a long weekend in Yogyakarta. Large, modern rooms, friendly happy staff, nice food (buffet breakfast excellent), large pool area for adults and kids and and adjacent to a large shopping mall. 20 minute taxi ride from airport / railway station.
5	The staff were extremely attentive and friendly and payed great attention to personal service. One person in particular stood out her name is Julliata a student working at the hotel - absolutely dedicated to making your stay the best ever. 
4	We stayed in this hotel for 3 nights for a short vacation. We chose this hotel since most of the time we were satisfied with Marriott’s service, also the location of this hotel is right next to a shopping mall, which would make it easier in case we need some emergency food or toiletries. Arrived at Yogyakarta around 3 or 4 pm, passed the hotel's check-in time but we had notified them beforehand. The check-in process was quite simple & fast, just the usual verification of the guests & settling the deposit. FO informed us that our room had ready, and gave us the direction towards the elevator. There were a lot of people coming to stay here for a conference or meetings at the same time we arrived, but the hotel had separate check-in counters for group stays & personal stays. Such a…
5	Dear general manager,   As a Marriott Bonvoy loyal member, I would like to express my sincere and wholehearted thankfulness and appreciation for the service and care I received at your hotel from 18-19/4/2019.   All of the staffs have been try their very best on providing an excellent service to me very sincerely. And now I would now love to share with you in every specific details.   First of all, I would like to express my special thankfulness to Roso Hantoro Puri, Front Office Manager, whom we have contacted before my stay and he does arrange everything so well!   In concierge team, each of the staffs always put on their smile and greet each guest very politely. They all have been paying much effort to make sure that all the guests will be having a great first impression as…
2	I always have high expectation for all the starwood chain hotel, especially for brand new hotel.  Since this hotel got good review I decided to book this hotel.  The check in was fast and staffs are friendly, room was spacious with big twin bed, we were at room 256. But then I’ve got surprised when checking the bathroom, the soap place is dirty and under the sink, it was mold there, and also at shower room there’s hand writting with ink on ghe wall, so annoying. And the shower room in the corner quite dirty with mold. It’s huge disaapointing as I stayed at 5 stars Marriot hotel.  The breakfast was excelent, that really ease my dissaponintment about the room But when I went to swimming pool, I saw some daybed with rustic. Also the most shocking thing when I was at the whirpool,…
4	I had to go back to Yogyakarta for business and last time I tried the Marriott, was great so went back again and from now that will be the place I go. The room allocated was great the service is fine, the staff is very friendly. ALL GOOD
5	Love our stay. we had 2 club rooms with pool view. Service was excellent. Before arriving , we arrange all transportation and tours via concierge. Every single request was done on time and perfect. Thank you. Highly recommended
5	I spent four nights at Junior Suite room. Me, my wife, and our precious 2 years old.  Booked in Junior Suite, you’ll get straight to M Club Lounge Check in process. Easy check in, lounge was amazing, offered you lots of refreshment.  Room was exceptional, spacious, modern, and my kid loved it. So was the bathroom. Room service menu was okay, ordered also some kids menu which all of them were non msg. Big bed, big tv, loved it  Breakfast was varies. Many options and liked the yogyakarta kitchen resto ambience.  Friendliness of the staff was outstanding. I lived in Jogja for 4,5 yrs, and i knew jogjakartans were among the friendliest, and marriott has achieved to deliver that massage to their guests. Keep this up!  I have stayed or visited many hotel’s pool in jogja. And this…
4	Nice hotel to stay! New n upmarket for the city What’s good? 1. Room is nice ( no turn down service n chocolates) 2. Next to Hugh shopping mall . Hartono. Upmarket shopping mall. Shop to yr heart content  3 Executive lounge.. beverage limited so is food served during cocktail hour. But ambience in lounge is great! Great sunset... best ever view in the comfort of ur armchair 4. Service is good. Yogjia people v friendly 5. Breakfast and even buffet dinner in hotel is yummy 6. Room service for supper is great too!  7. Can skip the Spa - lousy .. better massage outside Facial n massage in shopping mall cheaper.  8. Pool n gym - wonderful!  Thank you Marriot Yogjia! Had a great stay with great memories.
5	My wife and I stayed at the Marriott last year. This is a new hotel in Yogyakarta only built in the last 18 months. Really large clean well laid out rooms. The pool is enormous and almost deserted. We had it to ourselves many times over the 4 nights we stopped. The restaurant is on of the best in the city and range of choice at the breakfast is huge and varied. The staff are very friendly and helpful and are a important resource to the hotel. The traffic in Yogyakarta is very heavy which makes walking around the area very difficult, however taxis are a cheap way to explore the many temples in the surrounding area. A bonus because of the traffic is the hartona shopping mall which is attached to the hotel and is just a few yards away. All favorite high Street names are here as…
5	I was curious about the food at different hotels in Yogyakarta and chose The Marriott on this particular day.  The local food choices were great if you are a tourist looking for Indonesian food minus the drive-by road dust available at all the little roadside Warungs.  The buffet does have a small section of non local food, which is great in my opinion. I am a westerner who despises eating western food while visiting another country! What made my experience pleasant was the waitstaff. They were so friendly from the beginning until the end. They came to check on me at various times and engaged in some light conversation which is very much appreciated.  The food tasted good and it was displayed nicely. The restaurant decor itself seemed very new and classy. It is a very open area…
5	An excellent brand new hotel in Yogyakarta with lovely impeccable rooms and excellent service. The staff are professional and welcoming and keen to make your stay perfect. A special thanks to Riski, Jaku, Ira and Asiyah, Deka at the pool restaurant and Nur at reception for making our stay special. The restaurant served delicious meals with different themes every day and a delicious breakfast! the pool is huge and great for a real swim. Highly recommend this hotel.
5	I spent a weekend there with my family. I booked 2 rooms with a connecting door so my kids can come in and out anytime.  The rooms were clean and spacious, beds are large and comfy and they provided a baby crib for my baby.  Breakfast was excellent with plenty choose from. Service was great and prompt too.   And the location is the most important thing; it’s just next door to the latest mall. 
2	this is my 2nd stay here, and i am so disappointed with the service. the receptionist didn’t greet us, she was busy doing something in her computer and i need to greet her first. i was carrying my baby, and the receptionist also didnt offer us any cot bed or services for the baby. when i had my breakfast, the lady in the front of the restaurant asked us twice our room number. first, when we entered the restaurant (which is normal) and secondly, when we finished our breakfast (this is so weird to me, i’ve been staying in many hotels but this is the first time that we had to be checked TWICE) the plus size, the room is clean, quite big, and foods are great. i am so sorry, but i think i dont want to stay here AGAIN. i already gave this hotel 2nd chance, but this hotel disappoint me…
2	The hotel is very nice. There is a beautiful pool on the 2nd floor.  However there were 4 different kinds of insects in the room: 1. tiny ants on the night stand. 2. larger ants on the bathroom floor 3. a crawling bug on the headboard 4. a flying bug  The toilet is in an open bathroom area which may be a plus or minus.   Hotel staff were extremely polite.
5	I stayed here for 2 nights when we have series of meetings.  Really love my spacious room and all its amenities as well as the pool. The bed is comfy, the bathroom is big and the service is fast and friendly. I request for praying set (mukena) and they provided it. The toiletries is super complete, including the hair band. Love it!  The food is also delicious, as for the breakfast as well our lunches and coffee breaks.  It is also located pretty much next to Hartono Mall, where you can get H&M, Gramedia, Matahari, and more.  Happy to go back and recommend this hotel to you all!
5	We are staying for one night for our transit to Borobudur. I strongly recommend this hotel since they have great hospitality and location. They are within the same complex with Hartono mall, one of biggest mall in Yogyakarta thus you can do shop in case you need to buy your personal amenities. For 5 stars hotel, their foods are not expensive. Try their local breakfast, as local, I like their local cuisines.
5	I spent eight nights at the Marriott. The rooms are a good size and sumptuously laid out. I only booked the low end room and there is plenty of space for two people. The rooms are nice designed and everything is modern. It was everything you expect from a 5 star hotel. The food in the restaurant is delicious. Lots of variety for breakfast and the quality for a buffet kitchen is very good.  The staff are very friendly and try their best to be polite and respectful. Everyone says hello as you walk past them and have always tried to help when I have asked questions. The hotel is well staffed especially in meal areas and general foyer.  The facilities are what you expect. The pool Is large and clean, the gym facilities have good variety of cardio machines and weight options.…
4	When i heard that some new Marriott hotel was just opened in Yogyakarta, we immediately decided to choose it. And we are really enjoy it. Perfect service, amazing rooms. You just can't imagine how great it is. They have everything, sushi, soup, pancakes fruit shakes, noodles, coconut cookies! Everything! Thank you for everything!
5	On Nov 2018 my company was held distributor gathering on Yogyakarta Marriot Hotel. Great place because beside of Hartono Mall (biggest mall on Yogya). The staff are friendly and very helpfull. Several time I forget left my stuff in the meeting room but they kept my stuff safely. Never have lost stuff on there. Very recommend for doing meeting, gathering, and family vacation.  This hotel is 30minutes from airport and also 30minutes from Malioboro. 
5	It was nice to stay here. Nice service. Nice staff. Nice room and foods also. I am very thankful to Riza (House keeping dept). He was very helpful during my stay here. Thank you for the special service. And thank you for this folding towel was very cute and for the extra water. Good job Riza!<U+0001F44D> 
5	It was our first trip to Yogyakarta & we’re glad we chose Yogyakarta Marriott Hotel for the 4 nights we were there.  Location: about 15 minutes from Adisutjipto Airport, but in reality might be 20-25 minutes due to traffic. We took official airport taxi (Rajawali) and the rate is flat IDR 60k (AU$6). We love the fact that this hotel is just next to Hartono Mall, the biggest high end shopping mall in Jogja. We still could buy some supplies from the supermarket next door, which is open until 10pm. However, it’s not quite downtown city, so going to places of interest like Malioboro will take some time. But it’s not a big concern, as online rideshare service is available here.  Room: initially we booked a room with city view, but we didn’t like it. So we requested to move to a pool…
4	Arrived late and stayed only one night on our way to a more remote destination. Airport pickup was efficient, so was the check in. All the staff was very friendly and smiling toward the whole stay. As per our Bonvoy membership, we got upgraded and received welcome snacks, fruits and juices. Room was big and confortable. Breakfast had a good selection of local tasty food.
5	Room 362 Stay for 2 nights Rate IDR 3,789,000 for 2 nights include breakfast  Booked through booking.com  Plus: Perfect room Perfect toiletries and amenities Perfect greetings Perfect breakfast  Stunning pool Perfect location Perfect hotel design Perfect access to the mall Definitely will stay here again in my next Jogja visit  Minus: Guest elevator was quite far from the main lobby 
5	We stayed at Yogyakarta Marriott for Christmas holiday. The hotel location is beside Hartono Mall,  one step away to shop and get food or coffee. The building looks nice, but need more green landscape. Lobby's interior is luxury design and welcome drinks already at lobby. The staffs were helpfull and  friendly. There's club lounge for Marriott member. Our room is very spacious, clean, comfortable, with good modern lightning. Spacious bathroom with Thann amenities is impressive. 
5	We stayed 2 nights at this new hotel.  One of the staff told me that the hotel was so new that they had not set up a gift shop yet.  The most memorable at this hotel - we were upgrade to a junior suite - was when we first looked at the bathroom.  Toilet  and shower were both enclosed by transparent door with bathtub sitting nest to the shower room.  They were all NAKED.  Worried a bit.  However, we sighed for relief when we found out there were 2 sliding doors so that our privacy would be kept PRIVATE. We had access to the club lounge where we found truly great staff members.  Thank you Sofie and Lia who made our using the club lounge so memorable.  They smiled like angel and spoke so graciously like a member of royal family.  On the second night in the lounge we found that…
5	Event not located in the heart of Jogyakarta City, the location is still very strategic and not far away from the airport. The room are  spacious, the facility and amenities are fairly new and well maintain. Side by side with Hartono Mall, the biggest mall in town are one of the benefit for guest of this hotel. The food are very good and various
5	Stayed here for 2 nights in a suite. Was very spacious. The hotel was very new so fixtures etc are still nice and in good condition. The TV was a good size considering the room size.  4 bottles of free water was provided which is much appreciated in this weather.  I ordered room service on the first night. Chicken ceaser and the local calamari. Salad had bit too much dressing but was otherwise fine. The calamari I recommend you to try was tender and crisp.  Also managed to try the restaurant downstairs. Satay Lilit and Soto ayam. Both were ok for me.  Only downsides from my experience was no clear signage for hotel lobby. I was dropped off way too early.  The other was the M Club lounge I couldn't order food from the restaurant and consume it in the club's kitchenette area.…
5	Great hotel. The room was big and comfort, the bed was padded so i can slept well after worked in the morning. The staff are very friendly and helpful especially Ira. She helps me to give a little surprise for my friend when we had dinner in the restaurant and my friend was so happy. Big buffett, many of foods and it's delicious. Nice restaurant. I'll be back to Yogyakarta Hotel on the next trip.
2	Staying here at the moment and I’m seriously not impressed. The hotel is fairly new with nice spacious rooms and amenities. But that’s almost the only good thing I can say about this hotel.  The hotel is almost empty (we were told it’s at 50% occupancy) which you can feel when having dinner at the restaurant or enjoying the pool. It’s quite pleasant to have the hotel by yourself, but not if it means that even the staff seems to be away...   The pool restaurant is only open from 5pm (except of Saturdays), you can order drinks from the pool boy, if you can find him. It’s a constant game of hide and seek to find someone to help you. Same applies to the pool restaurant. I was the only person sitting there, but the staff seemed to hide in the back instead of checking if I would like…
4	The Suite is nice, modern design and Staff service is brilliant, everyone is smiling and showed that they’re willing to help. Room temperature can be controlled, easy access to Hartono Shopping Centre. Breakfast is really good and have lots of variety to choose from. The pool is nice with infinity pool concept overlooking jogja. In room dining is cheaper compared to other in room dining in 5 star hotel in Jakarta. I would for sure to comeback and stay here again. I just have a small negative experience which is in the shower. In my room somehow the water does not drain fast (still draining but not as fast so theres bit of water build up during long shower) and I found a band aid floating in the water (from previous people that stayed there as I dont use any band aid)  I found…
5	The room is quite large with simple but futuristic model and has a super king size bed or double twin queen size bed. It is located beside the biggest mall in the city. The gym and swimming pool are big and very good. The coffee shop for breakfast has more than hundred item of foods. The hotel has just celebrated its 1st year operation.
5	We had a wonderful stay. The hotel is lovely with great amenities and incredible staff. Check-in time was fast but had a minor hiccup that no one helped us with luggage and showed the direction to the room. The staff doesn’t even asked if we know the way or not. (Luckily my niece still remembered the way because she stayed here more than 4 times).  I travelled with 2 nieces and the room was very perfect. It was very closed to the pool and Taman Sari restaurant. Taman Sari restaurant has a breath taking views. The staffs were so attentive and eager to please.  Beautiful people with the most respectful and genuine. Big thanks to Taman Sari Manager – Mr. Tanasil Wongso, he took such wonderful care of us, ensuring our experience was nothing less than magical. Thank you again for the…
